transaction_id,transaction_date,customer_id,customer_age,customer_segment,country,payment_method,transaction_amount_usd,currency,exchange_rate,product_category,merchant_id,merchant_name,transaction_status,is_fraud,device_type,platform,session_duration_sec,chargeback_flag,discount_applied,net_revenue_usd,customer_lifetime_value
3EC3D1BC-7BFA-4461,2023-08-19,CUST014437,47,retail,US,PayPal,41.18,USD,1.0,Automotive,MER00022,Carey-Moore,Failed,0,Desktop,Web,97.7,0,0.064,38.54,893.92
562C4ACD-54C6-4763,2022-05-26,CUST003783,33,Premium,Tanzania,Airtel Money,0.13,TZS,,Electronics,MER00219,Harris PLC,Completed,0,Tablet,iOS,171.4,0,0.1318,0.11,190.36
22BEA76E-6388-4458,2024-09-25,CUST002427,41,Small Business,United States,Crypto Wallet,59.55,USD,1.0,Financial Services,MER00093,"Jones, Carson and Crawford",Completed,0,Mobile,Web,332.2,0,0.1109,52.95,1321.43
6EE70581-5548-45CE,2023/12/22,CUST003918,35,Retail,United States,M-Pesa,9.89,USD,1.0,Financial Services,MER00293,Nguyen and Sons,In Progress,0,Mobile,USSD,89.4,0,0.2282,7.63,1284.32
E94BA7F8-8979-40A7,11-27-2024,CUST005649,33,Corporate,Nigeria,MTN Mobile Money,0.03,NGN,0.0013,Fashion & Apparel,MER00185,Smith Ltd,Completed,0,Mobile,Android,182.7,0,0.3079,0.02,3779.53
670C983C-3AD8-423D,2023-07-06,CUST000026,18,Small Business,Nigeria,MPESA,0.04,NGN,0.0013,Travel & Hospitality,MER00084,Waller Inc,Completed,0,Mobile,iOS,401.8,0,0.129,0.03,759.84
90F0E9AC-54C1-451F,2022-10-17,CUST005906,42,SME,Uganda,Credit Card,0.04,UGX,0.00027,Financial Services,MER00257,"Gonzalez, Johnson and Moon",completed,0,Mobile,WEB,514.2,0,0.7665,0.01,417.57
1E54F2AC-4477-425F,2023-02-01,CUST003856,19,Premium,India,DebitCard,1.18,INR,0.012,Automotive,MER00146,"Burns, Salazar and Carroll",Completed,0,Mobile,POS,88.4,0,0.1129,1.05,554.71
0FF5FD23-E7B8-4983,2023-07-20,CUST013672,26,Corporate,Ghana,Credit Card,59.11,GHS,0.072,Entertainment,MER00144,White PLC,Completed,0,Mobile,Android,93.3,0,0.379,36.71,727.26
94BC21F7-974F-49CA,21-Sep-2024,CUST000198,29,Retail,Nigeria,M-Pesa,0.25,NGN,0.0013,Groceries,MER00038,"Palmer, Williams and Hanna",Complete,0,Mobile,Android,741.3,0,0.0666,0.23,799.89
0AD92132-CF87-455F,01-Apr-2022,CUST000625,27,Corporate,Kenya,Crypto Wallet,7.83,KES,0.0075,Education,MER00295,Kerr Inc,Completed,0,Tablet,ANDROID,1055.1,0,0.1729,6.48,4499.96
D8D10C7D-EAD2-4F6B,15/04/2023,CUST006427,26,Basic,Kenya,PayPal,0.54,KES,0.0075,Education,MER00189,Mcneil-Andrews,Declined,0,Desktop,USSD,524.5,0,0.1039,0.48,250.32
5A11CC90-7640-400D,2022-04-03,CUST000483,26,SME,Ghana,Paypal,25.82,GHS,0.072,Fashion & Apparel,MER00074,Hernandez Ltd,Declined,0,Desktop,Web,21.4,0,0.0162,25.4,96.76
5D9FB832-F0D9-40B8,2024-02-24,CUST008036,36,SME,Ghana,Credit Card,21.34,GHS,0.072,Furniture,MER00217,Gross Group,Completed,0,Desktop,Web,96.2,0,0.1093,19.01,7204.47
41F6DE3D-9D0E-4643,2023/09/09,CUST011863,23,Premium,SA,Debit Card,9.73,ZAR,0.054,Beauty,MER00277,Rodriguez LLC,In Progress,0,Tablet,Web,122.7,0,0.0495,9.25,1405.13
0010338F-0E9B-4165,2023-08-13,CUST007978,35,Premium,Nigeria,M-Pesa,0.1,NGN,0.0013,Financial Services,MER00062,Rodriguez PLC,Completed,0,Desktop,android,498.3,0,0.1618,0.08,1583.9
A4739553-3D2D-484C,2024-12-04,CUST000445,31,Premium,United States,Crypto Wallet,1418.19,USD,1.0,FinServ,MER00082,Adams and Sons,SUCCESS,0,Mobile,Android,411.4,0,,1146.32,139.02
DAE1ECEA-0510-4025,25/06/2022,CUST009759,42,Premium,Ghana,M-Pesa,6.65,GHS,0.072,EdTech,MER00200,Hughes-Dominguez,pending,1,Mobile,iOS,226.0,0,0.1665,5.54,571.35
39C9D599-833F-4E00,2024-07-08,CUST009300,34,SME,Germany,Credit Card,11.39,EUR,1.08,Groceries,MER00076,Navarro and Sons,Pending,1,Mobile,Android,185.5,0,0.3196,7.75,
D11021DE-C130-4B76,2023-11-11,CUST001793,44,SME,India,M-Pesa,0.33,INR,0.012,Education,MER00196,Small-Hale,FAILED,0,Mobile,Web,202.7,0,0.1985,0.26,548.86
3A84C880-B7EC-4A7C,2023-04-12,CUST001112,35,Retail,India,Google Pay,1.12,INR,0.012,Health,MER00224,"Preston, Hunter and Lindsey",Completed,0,Desktop,Android,129.2,0,0.1935,0.9,863.44
2735CC5C-36E8-4EE5,07-22-2023,CUST012184,37,SME,Kenya,Debit Card,1.48,KES,0.0075,Home & Furniture,MER00141,Wilson-Odonnell,Completed,0,Mobile,Android,283.0,0,0.095,1.34,124.82
DDD6FFD6-4007-4961,2022-07-03,CUST005143,25,Premium,Kenya,MTN Mobile Money,6.63,KES,0.0075,Electronics,MER00146,"Burns, Salazar and Carroll",Completed,0,Mobile,Web,335.6,0,0.0313,6.42,2299.98
047DB5BC-D0EF-4295,2022-09-11,CUST012598,19,SME,SA,bank transfer,4.49,ZAR,0.054,Home & Furniture,MER00172,Cooper-Mckenzie,Completed,0,Desktop,Android,247.9,0,0.2177,3.51,1643.15
A6923DA7-B37F-4B47,09-21-2024,CUST007525,40,Corporate,UK,Credit Card,95.77,GBP,1.27,Groceries,MER00174,"Hampton, Baker and Newton",Completed,0,Desktop,USSD,119.7,0,0.1627,80.19,609.28
9CFF3D03-74B7-486E,2023-07-14,CUST002712,45,SME,Egypt,Crypto Wallet,2.35,EGP,0.032,Travel & Hospitality,MER00136,Young LLC,Completed,0,Tablet,iOS,305.1,0,0.5354,1.09,4183.24
27D4D6EC-DDF8-4DDC,10-Nov-2022,CUST003889,33,SME,TZ,Bank Transfer,0.05,TZS,0.0004,Travel & Hospitality,MER00103,"Strickland, Rodriguez and Knox",Completed,0,Mobile,iOS,753.0,0,0.0613,0.05,789.7
C13029A7-58F4-46B4,06/08/2023,CUST007396,37,Retail,United States,MPESA,483.35,USD,1.0,groceries,MER00204,"Walker, Ross and Rodriguez",SUCCESS,0,Desktop,iOS,373.2,0,0.2013,386.05,73.48
F41E4038-F171-4D52,11-08-2023,CUST003657,42,RETAIL,KE,Credit Card,2.2,KES,0.0075,Fashion & Apparel,MER00300,Sullivan Group,pending,0,Mobile,ANDROID,445.5,0,0.1132,1.95,670.9
AE669DB1-7470-4F6C,24/10/2023,CUST004526,34,Basic,Kenya,MTN Mobile Money,0.39,KES,0.0075,Groceries,MER00286,Turner Inc,success,0,Mobile,iOS,394.9,0,0.1621,0.33,2625.83
3AD9D686-A0D7-4204,2024/01/16,CUST008973,40,Premium,Kenya,M-Pesa,0.55,KES,0.0075,Fashion & Apparel,MER00168,Romero Inc,completed,0,Desktop,Web,525.1,0,0.0846,0.5,301.62
D30665AF-791A-429B,2022-10-19,CUST004450,41,premium,Ghana,MTN Mobile Money,29.87,GHS,0.072,Education,MER00137,Jackson LLC,Completed,0,Mobile,Android,547.8,0,0.167,24.88,4008.02
1C63E0D2-5B34-4537,2023-02-07,CUST013247,18,Retail,South Africa,M-Pesa,0.48,ZAR,0.054,Health & Beauty,MER00228,"Jackson, Suarez and Harrell",completed,0,Mobile,Android,33.9,0,0.0765,0.44,15527.48
703F21D2-A0C0-46D5,2022-06-02,CUST006841,47,SME,US,Credit Card,48.09,USD,1.0,Automotive,MER00199,Aguirre LLC,Completed,0,Mobile,USSD,131.5,0,0.2033,38.31,309.99
C071A76B-DFCA-44A8,2024-08-20,CUST002513,18,Retail,Kenya,CC,1.77,KES,0.0075,Education,MER00197,"Lamb, Haney and Brown",SUCCESS,0,Mobile,Web,239.6,0,0.0546,1.67,1285.19
EF1BFB29-A3F6-424F,2023-04-06,CUST011951,45,SME,Tanzania,M-Pesa,0.13,TZS,,Automotive,MER00269,"Deleon, Smith and Luna",Completed,0,Mobile,iOS,1017.6,0,0.214,0.1,3068.29
171B5208-FA6D-4DF5,06-09-2024,CUST013115,57,SME,United States,Bank Transfer,275.27,USD,1.0,Education,MER00216,Choi Ltd,Completed,0,Mobile,Android,160.6,0,0.4647,147.35,16573.4
38339143-83AA-46AD,2023-03-04,CUST012989,18,Small Business,Nigeria,MTN MoMo,0.06,NGN,,Groceries,MER00181,Harmon-Lozano,Failed,1,Desktop,USSD,409.8,0,0.1697,0.05,381.78
54754BE2-87EC-48BB,20/04/2024,CUST011277,34,Premium,IN,Credit Card,5.85,INR,0.012,Entertainment,MER00184,Jenkins-Gibson,Completed,0,Desktop,iOS,78.6,0,0.2129,4.6,6419.78
14AC0608-4178-4A79,02-Aug-2022,CUST014365,49,SME,Nigeria,Credit Card,0.04,NGN,0.0013,groceries,MER00120,Estrada-Flores,Completed,0,Desktop,Android,2448.0,0,,0.04,144.91
72A32AC4-D216-403B,2024-12-27,CUST002901,29,Standard,Kenya,bank transfer,1.35,KES,0.0075,Fashion & Apparel,MER00049,Gamble-Jensen,Completed,0,Mobile,WEB,38.0,0,0.0417,1.29,629.79
033F4265-6921-4AB9,12-24-2023,CUST003063,32,Premium,SA,Debit Card,5.37,ZAR,0.054,Groceries,MER00241,Dickerson-Young,Completed,0,Mobile,Android,652.7,0,0.0512,5.1,594.63
1452B7F7-EE16-44A1,2024-09-21,CUST013578,48,Premium,ZA,Credit Card,,ZAR,0.054,Media & Entertainment,MER00057,"Brewer, Meadows and Bell",Completed,0,Desktop,Browser,78.7,0,0.0316,22.62,1207.93
EEFFD304-629D-4736,2024-05-25,CUST006389,43,Retail,France,Wire Transfer,17.24,EUR,1.08,Travel & Hospitality,MER00271,"Hoffman, Elliott and Benson",Completed,0,Mobile,Android,478.4,0,0.0675,16.08,1828.07
2B22305B-31C1-4F87,14/05/2023,CUST001352,38,BASIC,Nigeria,DebitCard,0.31,NGN,0.0013,Auto,MER00148,Zavala Ltd,Completed,0,Mobile,Android,51.0,0,0.2866,0.22,76.53
013CC213-4317-4278,2023-05-28,CUST006983,41,CORPORATE,Egypt,Apple Pay,9.26,EGP,0.032,Electronics,MER00067,"Scott, Lozano and Gross",Completed,0,Mobile,Android,700.2,0,0.3536,5.99,477.1
B379618D-2314-4CED,2022-08-21,CUST002252,46,Retail,Egypt,MPESA,6.65,EGP,0.032,Health & Beauty,MER00282,Roberts Group,Completed,0,Mobile,iOS,139.1,0,0.0357,6.41,4078.1
60850642-6F94-4BC7,2023-01-14,CUST002414,21,SME,United States,Bank Transfer,81.09,USD,1.0,Financial Services,MER00061,Crawford-Miller,DECLINED,0,Desktop,ussd,353.2,0,0.1134,71.89,221.18
7E975BE3-81E5-4189,02-06-2024,CUST003992,40,SME,South Africa,ApplePay,1.25,ZAR,0.054,Entertainment,MER00077,Nixon Ltd,completed,0,Mobile,USSD,222.2,0,0.1189,1.1,377.84
93BEC7F9-3804-4EB5,15/11/2023,CUST001956,29,SME,USA,Airtel Money,20.54,USD,1.0,Travel & Hospitality,MER00110,Martinez Inc,Completed,0,Tablet,Android,896.0,0,0.0514,19.48,3461.04
99888024-235F-4335,2022-11-16,CUST000379,19,Corporate,United States,Airtel Money,252.36,USD,1.0,Travel & Hospitality,MER00256,Berry-Chung,Failed,0,Mobile,Android,430.4,0,0.061,236.97,9207.41
5E42F04C-DEC8-4AAE,18/03/2022,CUST010382,46,Retail,Nigeria,PayPal,0.01,NGN,0.0013,Home & Furniture,MER00298,Cooper-Lowery,Completed,0,Mobile,USSD,1054.8,0,0.5214,0.0,2079.47
AF95FF56-0D82-4A90,07-23-2022,CUST009444,55,SME,Egypt,Credit Card,0.85,EGP,0.032,Groceries,MER00258,Adkins-Bell,Completed,0,Mobile,USSD,126.6,0,0.2014,0.68,731.79
8D733E09-DDA3-4546,2022/03/07,CUST002070,38,SME,Kenya,mpesa,0.32,KES,0.0075,Automotive,MER00203,Johnson LLC,Completed,0,Tablet,Browser,203.5,0,0.0268,0.31,2021.22
9C0E1826-49E6-409D,18/04/2024,CUST001947,34,Premium,United Kingdom,Bank Transfer,452.83,GBP,1.27,Groceries,MER00047,Montgomery-Rodriguez,Declined,0,Mobile,Android,78.8,0,0.2292,349.04,1045.78
25AD9415-F43E-4E75,2024-12-24,CUST003101,40,SME,Kenya,M-Pesa,1.78,KES,0.0075,Fashion & Apparel,MER00112,Jones and Sons,Completed,0,Tablet,USSD,35.2,0,0.1537,1.51,284.78
D7D42423-1EF0-4956,2023-01-25,CUST014619,34,Premium,Kenya,Debit Card,2.52,KES,0.0075,Home & Furniture,MER00281,"Walker, Mora and Miller",Completed,0,Mobile,iOS,403.1,0,0.4799,1.31,
A1DA1759-75A1-4861,02-Oct-2023,CUST006428,24,Premium,Kenya,Bank Transfer,,KES,0.0075,Electronics,MER00180,"Smith, Wells and Norton",Failed,0,Desktop,USSD,115.8,0,0.3215,0.85,4027.95
2A773835-CA1A-4DDA,2023-11-27,CUST009566,49,Premium,ZA,Credit Card,1.39,ZAR,0.054,Entertainment,MER00199,Aguirre LLC,success,0,Desktop,Android,205.1,0,0.007,1.38,752.99
AD1D95C2-11F3-4C04,2024-02-16,CUST006079,47,Retail,GH,bank transfer,21.43,GHS,0.072,FinServ,MER00081,"Waller, Lozano and Simon",Failed,0,Mobile,USSD,3324.5,0,0.0985,19.32,133.77
0855539C-365E-4865,2022-04-02,CUST007026,18,Retail,Kenya,Wire Transfer,0.46,KES,0.0075,Fashion & Apparel,MER00209,"Friedman, Higgins and King",Pending,0,Mobile,iOS,260.7,0,0.1066,0.41,1074.23
22CDE92F-E345-4F0E,10-16-2023,CUST007982,33,Sme,Kenya,Credit Card,1.44,KES,0.0075,Home & Furniture,MER00291,"Mcfarland, Ramirez and Brown",Completed,0,Mobile,Apple iOS,89.8,0,,1.12,363.23
95854188-FC42-451B,22/11/2024,CUST003863,29,Premium,South Africa,M-Pesa,2.31,ZAR,0.054,Electronics,MER00215,Clark Group,Completed,0,Mobile,IOS,509.1,0,0.0774,2.13,659.54
80F76EE3-D0AE-4A9A,2022-09-05,CUST005670,30,basic,Ghana,Bank Transfer,16.67,GHS,0.072,Financial Services,MER00095,Griffith-Rivera,Failed,0,Mobile,ANDROID,524.9,0,0.0496,15.84,3296.65
21EDAD92-FBCF-4ABD,2022-03-06,CUST002236,18,Retail,Germany,credit card,190.83,EUR,1.08,Electronics,MER00003,"Gonzalez, Hill and Brown",Completed,0,Mobile,Android,517.9,0,0.0402,183.16,1598.65
F8C2FA90-2FDE-4954,23/09/2023,CUST006924,39,SME,NG,M-Pesa,0.06,NGN,0.0013,Electronics,MER00103,"Strickland, Rodriguez and Knox",Failure,0,Mobile,iOS,921.5,0,0.2466,0.05,281.29
59156F64-FD58-44C9,2024-06-28,CUST008585,38,sme,Kenya,M-PESA,0.14,KES,0.0075,Health & Beauty,MER00143,Tucker PLC,Completed,0,Desktop,iOS,207.7,0,0.09,0.13,$483.42
6991D38F-14C1-4C14,21-Apr-2024,CUST006571,33,SME,United States,airtel money,190.72,USD,1.0,Entertainment,MER00178,"Velazquez, Scott and Medina",Completed,0,Mobile,Android,70.9,0,0.1232,167.22,567.02
CA1DED7D-E8FA-47A8,2023-11-24,CUST000992,58,CORPORATE,South Africa,Credit Card,8.86,ZAR,0.054,automotive,MER00126,"Young, Sanchez and Bryan",Completed,0,Desktop,iOS,1706.6,0,0.0452,8.46,57.39
36FD4F59-4D39-4C6A,22/01/2023,CUST014788,32,Basic,Kenya,bank transfer,0.58,KES,0.0075,Groceries,MER00007,"Odom, Hall and Jefferson",Completed,0,Mobile,iOS,394.4,0,0.1705,0.48,402.66
492C1F0C-7415-4DA6,07-22-2022,CUST011332,52,RETAIL,Germany,Credit Card,31.64,EUR,1.08,Health & Beauty,MER00185,Smith Ltd,Completed,0,Mobile,USSD,548.2,0,0.037,30.47,1002.77
1482AB3C-C004-40A4,08-13-2024,CUST001692,53,Retail,Nigeria,Crypto Wallet,0.17,NGN,0.0013,entertainment,MER00282,Roberts Group,Pending,0,Mobile,android,718.3,0,0.0917,0.15,376.2
53A6E656-4A0A-4B06,03-10-2023,CUST006977,53,VIP,United States,mpesa,40.78,USD,1.0,Groceries,MER00205,"Harris, Bowers and Hill",Rejected,0,Tablet,pos,83.1,0,0.1306,35.45,
F498B5A1-8625-4309,2024-03-01,CUST000786,18,Premium,Egypt,PayPal,462.85,EGP,0.032,Entertainment,MER00245,Peterson-Stewart,Completed,0,Mobile,POS Terminal,5215.5,0,0.1864,376.57,2433.14
C65818F9-0ABB-41B7,25/07/2023,CUST012266,58,basic,TZ,MTN Mobile Money,0.0,TZS,0.0004,Entertainment,MER00202,"Austin, Williams and Walton",Completed,0,Mobile,iOS,202.1,0,0.0251,0.0,792.71
28A3A272-AA22-40ED,2023-12-04,CUST010970,28,Sme,South Africa,Debit Card,2.47,ZAR,0.054,Fashion & Apparel,MER00157,Green and Sons,Complete,0,Desktop,iOS,22.2,0,0.2561,1.84,1175.78
06DE0A38-7816-4EB5,2024-02-04,CUST007462,45,SME,SA,Bank Transfer,17.44,ZAR,0.054,Home & Furniture,MER00136,Young LLC,Complete,0,Desktop,Web,57.7,0,0.0548,16.48,640.05
EDE37B3F-D2EB-4536,2023-10-05,CUST003131,25,SME,Nigeria,Credit Card,0.02,NGN,0.0013,Groceries,MER00055,"Wilson, Fields and Allen",Failed,0,Mobile,Web,96.1,0,0.0225,0.02,597.6
AE93283D-F444-478A,10/10/2023,CUST012859,24,Retail,DE,Debit Card,902.98,EUR,1.08,EdTech,MER00206,Newman and Sons,Completed,0,Tablet,Android,4431.6,0,0.2573,670.64,673.57
5C8B6438-5FBF-44BA,2022-11-06,CUST013014,52,SME,India,Crypto Wallet,0.55,INR,0.012,Groceries,MER00256,Berry-Chung,Completed,0,Mobile,iOS,,0,0.0437,0.53,6711.75
6134DEEB-EBDF-46CE,05-02-2024,CUST000533,47,Retail,Tanzania,Crypto Wallet,0.17,TZS,0.0004,Financial Services,MER00246,"Russell, Ryan and Valenzuela",Completed,0,Mobile,ANDROID,97.2,0,0.038,0.16,614.44
C87A5096-FAA7-4A3E,2024-05-08,CUST009476,45,CORPORATE,Nigeria,BankTransfer,6.25,NGN,0.0013,Groceries,MER00216,Choi Ltd,Pending,0,Mobile,iOS,546.5,0,0.3412,4.12,690.87
2072AB7C-A2EB-4D88,06/01/2022,CUST004861,47,Small Business,Uganda,M-Pesa,0.05,UGX,0.00027,Entertainment,MER00146,"Burns, Salazar and Carroll",Failed,0,Mobile,Android,294.8,0,0.0451,0.05,375.8
5B3FD71E-EE7B-4550,2023-04-25,CUST013321,18,Basic,Uganda,Bank Transfer,0.05,UGX,0.00027,Travel & Hospitality,MER00046,Steele Inc,Completed,0,Tablet,Web,271.5,0,0.1805,0.04,272.3
5E6793E0-A469-418F,10/08/2024,CUST012077,28,sme,Kenya,apple pay,1.46,KES,0.0075,Financial Services,MER00260,King-Gilmore,Completed,0,Mobile,ANDROID,110.1,0,0.0221,1.43,656.47
4E6E1B3F-4450-4C64,2024-04-23,CUST013815,30,Retail,United States,M-Pesa,25.33,USD,1.0,Entertainment,MER00285,Rios Group,Completed,0,Desktop,USSD,239.5,0,0.3548,16.34,471.3
ACCC377B-2988-4687,2023/01/21,CUST003457,23,RETAIL,Uganda,Mpesa,,UGX,0.00027,Fashion & Apparel,MER00164,Harris LLC,Completed,0,Desktop,WEB,83.7,0,0.0918,0.03,2456.58
1AD42B00-8A3D-431E,01/10/2022,CUST013916,50,Retail,Nigeria,Paypal,0.15,NGN,0.0013,Food & Groceries,MER00030,Mack LLC,Completed,0,Desktop,Web,175.4,0,0.3294,0.1,411.73
57E5A48C-DED2-41CF,2022-11-12,CUST005144,39,Retail,Kenya,Airtel Money,3.81,KES,0.0075,Entertainment,MER00254,Branch Group,Completed,0,Mobile,Android,123.3,0,0.03,3.7,407.91
6C9AE159-342B-404C,19-Oct-2023,CUST013341,41,premium,Kenya,MTN Mobile Money,0.81,KES,0.0075,Home & Furniture,MER00058,"Alvarado, Ortiz and Thomas",Completed,0,Mobile,Android,814.2,0,0.4808,0.42,56.64
4CBF787F-6A98-4B5A,2024-10-02,CUST006333,18,SME,Tanzania,M-Pesa,0.02,TZS,0.0004,Fashion & Apparel,MER00266,Brown PLC,Completed,0,Mobile,ANDROID,86.9,0,0.1071,0.02,390.76
644B05DE-3F77-428B,2022-08-26,CUST010173,27,Retail,South Africa,Bank Transfer,1.99,ZAR,0.054,Automotive,MER00099,Chapman-Miranda,Completed,0,Mobile,Android,59.7,0,0.1813,1.63,1433.73
89B0D65A-E9E4-4C57,2024-10-17,CUST005414,32,Premium,Kenya,Debit Card,6.62,KES,0.0075,Health & Beauty,MER00205,"Harris, Bowers and Hill",SUCCESS,0,Mobile,iOS,48.1,0,0.2416,5.02,1903.42
336D061E-B9C9-470C,2024-12-18,CUST002801,43,Retail,Uganda,mpesa,0.02,UGX,0.00027,Travel & Hospitality,MER00265,"Marshall, Morales and Young",Declined,0,Mobile,ussd,154.8,0,0.233,0.02,829.32
9CEC6F51-24F1-4076,2022-11-07,CUST011008,33,Corporate,Egypt,CreditCard,4.13,EGP,0.032,Home & Furniture,MER00053,Cantu-Ray,Completed,0,Desktop,USSD,342.6,0,0.2843,2.96,274.71
E20B678B-DF39-4DEB,23/11/2024,CUST009031,18,SME,Tanzania,Bank Transfer,0.04,TZS,0.0004,Health & Beauty,MER00285,Rios Group,Completed,0,Mobile,ANDROID,108.3,0,0.2615,0.03,655.61
E2DCFDCD-18D0-4796,2024-11-22,CUST014396,39,Retail,EG,Bank Transfer,5.84,EGP,0.032,Fashion,MER00004,Baker PLC,SUCCESS,0,Mobile,POS Terminal,68.8,0,0.2065,4.63,328.39
9CB77F02-6345-4C31,2022-10-07,CUST002272,18,Basic,KE,Paypal,0.31,KES,0.0075,Travel & Hospitality,MER00029,Morse-Hill,success,0,Desktop,Android,153.8,0,0.085,0.28,370.68
93E4282E-D6D1-4C3D,2022-02-23,CUST002553,42,Basic,France,Debit Card,1530.81,EUR,1.08,Health & Beauty,MER00259,"Nguyen, Holmes and Novak",Pending,0,Desktop,Android,2210.3,0,0.3819,946.19,6280.21
97CA038E-18DE-49F1,2024-09-19,CUST013960,25,Corporate,Nigeria,MTN MoMo,0.14,NGN,0.0013,Groceries,MER00025,Simpson Group,Completed,0,Mobile,ussd,,0,0.0956,0.13,697.68
EF379C68-27B1-4C47,06-23-2022,CUST002367,30,Retail,US,Debit Card,260.84,USD,1.0,Home & Furniture,MER00212,"Mitchell, Heath and Clements",Failed,0,Tablet,Android,582.8,0,,258.52,349.69
3A5F5B27-AB4D-425E,2022-03-12,CUST004084,28,SME,United States,M-Pesa,19.33,USD,1.0,Media & Entertainment,MER00262,Sanders-Fuller,Completed,0,Mobile,Android,271.6,0,0.2065,15.34,67.09
2883BDB8-B098-49E0,21/01/2023,CUST006145,30,Corporate,France,M-Pesa,398.65,EUR,1.08,Electronics,MER00226,Nichols LLC,Completed,0,Desktop,iOS,117.8,0,0.1323,345.91,1351.4
C0F82513-FBE8-45A2,2023-03-15,CUST008495,40,SME,Ghana,M-Pesa,10.66,GHS,0.072,Home & Furniture,MER00109,Harrison Ltd,SUCCESS,0,Desktop,USSD,812.3,0,0.2704,7.78,203.36
47905FF0-174C-453A,21/10/2022,CUST010768,22,Corporate,Kenya,Google Pay,0.72,KES,0.0075,Travel & Hospitality,MER00066,Anderson-Holland,Pending,0,Mobile,POS Terminal,149.4,0,0.0659,0.67,4423.71
31A904E6-7CB9-43E9,12-03-2023,CUST012132,40,sme,Kenya,MTN,0.15,KES,0.0075,Electronics,MER00067,"Scott, Lozano and Gross",Completed,0,Tablet,ios,318.8,0,0.136,0.13,968.64
1BE50E47-D1F5-4660,2024-10-09,CUST006070,25,Premium,Kenya,M-Pesa,0.45,KES,0.0075,Groceries,MER00005,Mcclure and Sons,Completed,0,Desktop,Point of Sale,209.4,0,0.1313,0.39,366.2
7E880250-7946-4145,2022-06-17,CUST007209,33,Retail,GH,Debit Card,0.26,GHS,0.072,Travel & Hospitality,MER00073,Wright-Smith,Completed,0,Desktop,IOS,263.2,0,0.1828,0.21,144.83
50F7210F-BFF5-4C43,2023-01-16,CUST009318,40,Retail,Tanzania,Bank Transfer,0.07,TZS,0.0004,Entertainment,MER00132,Deleon Group,Completed,0,Mobile,Android,202.7,0,0.0034,0.07,201.0
664BD3A7-6761-4F0E,2023-12-28,CUST001162,46,Retail,Nigeria,Paypal,0.14,NGN,0.0013,Fashion & Apparel,MER00067,"Scott, Lozano and Gross",pending,0,Mobile,USSD,185.8,0,0.0305,0.14,10395.53
AA104788-CC0B-4ECA,2023-02-19,CUST012012,44,Corp,TZ,MTN MoMo,0.56,TZS,0.0004,Electronics,MER00127,"Reese, Esparza and Cox",FAILED,0,Mobile,Android,135.6,0,0.1622,0.47,1711.37
1EF2ABEE-F117-44EC,09/09/2023,CUST003200,41,Retail,Nigeria,Credit Card,1.16,NGN,0.0013,Electronics,MER00006,Castillo Inc,Failed,0,Desktop,Web,513.0,0,0.1401,1.0,1124.14
462EDCF6-821F-4299,2023-07-16,CUST007353,22,Retail,Egypt,bank transfer,0.7,EGP,0.032,Home & Furniture,MER00297,Bowen Inc,Completed,0,Mobile,Android,224.1,0,0.0141,0.69,363.78
E9BAB1AE-7E86-463C,26/08/2024,CUST005100,38,SME,Kenya,MTN Mobile Money,1.43,KES,0.0075,Education,MER00133,Ramos-Smith,Completed,0,Mobile,iOS,153.5,0,0.2527,1.07,$721.76
BE1BD9DE-D5D7-467C,06-16-2023,CUST003430,22,Standard,India,M-Pesa,,INR,0.012,Entertainment,MER00153,Mills and Sons,Completed,0,Mobile,Android,98.2,0,0.0075,2.55,2493.86
1FE26214-A873-4F39,2024-04-26,CUST011907,43,Retail,Ghana,Debit Card,2.96,GHS,0.072,Electronics,MER00076,Navarro and Sons,Completed,0,Desktop,iOS,157.3,0,0.128,2.58,1276.54
81E72B36-DB28-4117,2023-12-06,CUST008321,30,SME,Kenya,Credit Card,0.56,KES,0.0075,Health & Beauty,MER00116,Jones LLC,Completed,0,Mobile,POS Terminal,464.9,0,0.014,0.55,59.61
D0336A90-4AC1-4220,2022-08-02,CUST013639,36,CORPORATE,UK,paypal,784.56,GBP,1.27,Home & Furniture,MER00063,Gonzales-Jones,Pending,0,Mobile,iOS,154.0,0,0.1141,695.04,4981.86
A08563EC-FCB6-45EF,12/07/2023,CUST005000,50,Premium,United Kingdom,Wire Transfer,2902.69,GBP,1.27,ELECTRONICS,MER00147,Hall-Anderson,Completed,0,Desktop,Android,530.0,0,0.1338,2514.31,240.4
EB3017EE-2054-4F90,2024-08-17,CUST003690,25,Corporate,Tanzania,Credit Card,0.06,TZS,0.0004,travel,MER00232,Madden PLC,Completed,0,Mobile,Android,1353.6,0,0.1823,0.05,554.43
362F82CC-D189-4216,2023-08-26,CUST014113,42,Premium,Kenya,PayPal,0.82,KES,0.0075,ELECTRONICS,MER00064,Ponce-Wright,Completed,0,Tablet,Android,1483.7,0,0.1683,0.68,
7BB129AB-A869-4946,2023-04-04,CUST014183,29,Retail,Ghana,Mpesa,0.65,GHS,,Health & Beauty,MER00022,Carey-Moore,Completed,0,Mobile,Web,243.6,0,0.0266,0.63,532.55
DC4D9ADF-4ED3-4776,02-Oct-2023,CUST005123,40,SME,South Africa,Google Pay,5.08,ZAR,0.054,Groceries,MER00226,Nichols LLC,Completed,0,Mobile,USSD,244.2,0,0.0974,4.59,488.26
